univ_name,alias,address,sinta_id,pddikti_code,author_number,dept_number,journal_number,sinta_score_overall,sinta_score_3yr,sinta_score_productivity,sinta_score_productivity_3yr,scopus_docs,scopus_citation,scopus_cited_doc,scopus_citation_per_researchers,gscholar_docs,gscholar_citation,gscholar_cited_doc,gscholar_citation_per_researchers,wos_docs,wos_citation,wos_cited_doc,wos_citation_per_researchers,garuda_docs,garuda_citation,garuda_cited_doc,garuda_citation_per_researchers
Akademi Keperawatan Bina Insan Jakarta,-,"KOTA ADM. JAKARTA UTARA - DKI JAKARTA, ID",1361,034209,7,1,0,81,48,12,7,0,0,0,0,67,472,26,"67,43",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban,-,"KAB. TUBAN - JAWA TIMUR, ID",2215,073107,8,2,0,54,47,5,4,0,0,0,0,18,18,7,"1,50",0,0,0,0,0,0,0,0
Sekolah Tinggi Ekonomi dan Bisnis Islam Badri Mashduqi,-,"KAB. PROBOLINGGO - JAWA TIMUR, ID",8244449,213691,5,2,0,56,48,6,5,1,2,1,"0,20",31,81,11,"8,10",0,0,0,0,0,0,0,0
"STAI Fatahillah Serpong, Tangerang",-,"KOTA TANGERANG SELATAN - BANTEN, ID",3737,213164,0,1,0,46,46,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Iman Jakarta,-,"- - DKI JAKARTA, ID",4240,233275,3,2,0,60,48,4,3,0,0,0,0,20,62,5,"4,13",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Taman Siswa,SEKOLAH TINGGI ILMU EKONOMI TAMAN SISWA JAKARTA,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1168,033086,3,2,0,47,46,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Injili Indonesia Palu,-,"KAB. SIGI - SULAWESI TENGAH, ID",4218,233243,0,2,0,46,46,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STT INJILI SETIA SIAU,-,"- - SULAWESI UTARA, ID",4215,233240,6,2,0,53,48,4,4,0,0,0,0,23,18,7,"1,00",0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Doulos Jakarta,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",4137,233109,0,2,0,46,46,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sekolah Tinggi Teologi Baptis Papua, Abepura",-,"KAB. JAYAPURA - P A P U A, ID",4110,233067,11,2,0,55,46,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
STISIP Bina Generasi Polewali,-,"KAB. POLEWALI MANDAR - SULAWESI BARAT, ID",2727,093168,4,2,0,52,46,3,3,0,0,0,0,15,18,5,"0,78",0,0,0,0,0,0,0,0
STAI PUI Majalengka,-,"KAB. MAJALENGKA - JAWA BARAT, ID",3703,213127,0,4,0,46,46,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Maranatha Groups,-,"KAB. KUPANG - NUSA TENGGARA TIMUR, ID",2502,154007,3,2,0,50,46,6,5,0,0,0,0,16,42,6,"1,40",0,0,0,0,0,0,0,0
Akademi Keperawatan Kesdam I/Bukit Barisan Padang,AKPER KESDAM I/BB PA,"KOTA PADANG - SUMATERA BARAT, ID",3122,104135,10,1,0,76,46,11,7,0,0,0,0,68,86,19,"5,73",0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Tabgha Batam,ST3B,"KOTA BATAM - KEPULAUAN RIAU, ID",8244636,233370,7,0,0,60,54,0,0,0,0,0,0,44,94,17,0,0,0,0,0,3,0,0,0
Akademi Manajemen Informatika Dan Komputer Garut,-,"KAB. GARUT - JAWA BARAT, ID",1723,044064,13,2,0,940,53,55,3,0,0,0,0,45,100,15,"4,17",0,0,0,0,0,0,0,0
Politeknik Surabaya,-,"KOTA SURABAYA - JAWA TIMUR, ID",2353,075004,0,4,0,57,57,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Pariwisata Tamalatea Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2691,093130,9,2,0,139,55,9,3,3,3,2,"0,18",37,49,11,"2,88",0,0,0,0,0,0,0,0
Sekolah Tinggi Sains Dan Teknologi Indonesia,ST-INTEN,"KOTA BANDUNG - JAWA BARAT, ID",1475,043038,6,4,0,64,60,0,0,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0
"STAI Ma`arif Sintang, Kalimantan Barat",-,"KAB. SINTANG - KALIMANTAN BARAT, ID",3940,213408,0,2,0,59,59,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Sekretaris Dan Manajemen Kencana Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",1715,044049,19,1,0,81,58,3,2,0,0,0,0,67,270,13,"9,31",0,0,0,0,0,0,0,0
Akademi Keperawatan Dr. Soedono Madiun Prov. Jawa Timur,-,"KOTA MADIUN - JAWA TIMUR, ID",4373,344047,2,1,0,62,56,2,2,0,0,0,0,14,28,5,"0,97",0,0,0,0,0,0,0,0
Sekolah Tinggi Teknologi Yupentek,-,"KOTA TANGERANG - BANTEN, ID",1468,043028,2,0,0,83,60,0,0,2,11,2,0,26,399,17,0,0,0,0,0,0,0,0,0
Politeknik Gajah Sakti,-,"KOTA METRO - LAMPUNG, ID",1049,025008,1,4,0,234,64,10,3,0,0,0,0,233,465,73,"13,68",0,0,0,0,0,0,0,0
Sekolah Tinggi Administrasi Muhammadiyah Selong,STIA MUH SELONG,"KAB. LOMBOK TIMUR - NUSA TENGGARA BARAT, ID",2414,083014,0,2,0,318,63,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Kesehatan Tujuh Belas,-,"KAB. KARANGANYAR - JAWA TENGAH, ID",327,063116,9,2,0,87,64,5,4,0,0,0,0,49,38,17,"1,36",0,0,0,0,0,0,0,0
"STAI YPK Imam Bonjol Padang Panjang, Sumatera Barat",-,"KOTA PADANG PANJANG - SUMATERA BARAT, ID",3863,213299,1,2,0,96,66,6,4,0,0,0,0,1,147,1,"8,17",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Ragam Tunas,-,"KAB. LAMPUNG UTARA - LAMPUNG, ID",873,023016,0,2,0,66,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Pekerjaan Sosial Kupang,-,"KOTA KUPANG - NUSA TENGGARA TIMUR, ID",2497,154003,0,2,0,65,65,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAI Babunnajah Pandeglang, Banten",-,"KAB. PANDEGLANG - BANTEN, ID",3732,213159,0,2,0,64,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,CENDEKIAKU,"- - ACEH, ID",136,063011,0,2,0,65,65,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi BII Bekasi,-,"KAB. BEKASI - JAWA BARAT, ID",1597,043227,0,2,0,64,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAI Al-Musdariyah Cimahi,-,"KOTA CIMAHI - JAWA BARAT, ID",3690,213111,0,2,0,61,61,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Tarbiyah (STIT) Al-Azami Cianjur,STIT AL-AZAMI CIANJUR,"KAB. CIANJUR - JAWA BARAT, ID",8244006,213031,0,2,0,61,61,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Administrasi Pancamarga Palu,-,"KOTA PALU - SULAWESI TENGAH, ID",2600,163002,0,2,0,65,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAI Madrasah `Arabiyah (STAIMA) Bayang, Pesisir Selatan, Sumatera Barat",-,"KAB. PESISIR SELATAN - SUMATERA BARAT, ID",3854,213290,0,2,0,61,61,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institut Teknologi Sapta Mandiri,ITS MANDIRI,"KAB. BALANGAN - KALIMANTAN SELATAN, ID",8244585,112008,6,3,0,71,65,6,6,0,0,0,0,16,40,5,"2,22",0,0,0,0,0,0,0,0
Akademi Kebidanan Munawarrah Bireuen,AKMUN,"KAB. BIREUEN - ACEH, ID",3427,134027,7,1,0,73,61,8,7,0,0,0,0,56,95,22,"10,56",0,0,0,0,0,0,0,0
Akademi Keperawatan Totabuan Kotamobagu,-,"KOTA KOTAMOBAGU - SULAWESI UTARA, ID",2813,164013,0,2,0,62,62,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institut Teknologi dan Bisnis Trenggalek,ITB TRENGGALEK,"KAB. TRENGGALEK - JAWA TIMUR, ID",8244546,072033,5,3,0,64,62,9,9,0,0,0,0,6,15,4,"2,14",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Profesional Indonesia,-,"KOTA MEDAN - SUMATERA UTARA, ID",712,013187,3,3,0,74,62,4,3,0,0,0,0,40,4,3,"0,18",0,0,0,0,0,0,0,0
Akademi Keperawatan Baitul Hikmah,-,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",1006,024099,5,1,0,1.189,65,119,7,0,0,0,0,1.870,6.460,873,"461,43",0,0,0,0,0,0,0,0
STT Indonesia Manado,STTI MANADO,"KOTA MANADO - SULAWESI UTARA, ID",8244397,233087,0,3,0,62,62,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Parna Raya,UNIPAR,"KOTA MANADO - SULAWESI UTARA, ID",8244640,161024,8,9,0,87,61,2,1,0,0,0,0,25,105,11,"1,98",0,0,0,0,1,0,0,0
Akademi Tata Boga Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",1729,044072,9,2,0,67,66,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Adab dan Budaya Islam Riyadul Ulum,STIABI RIYADUL ULUM,"KOTA TASIKMALAYA - JAWA BARAT, ID",8244262,213674,16,2,0,94,61,6,4,0,0,0,0,80,287,19,"17,94",0,0,0,0,0,0,0,0
Akademi Maritim Djadajat,AMD,"KOTA ADM. JAKARTA UTARA - DKI JAKARTA, ID",1272,034058,18,2,0,128,66,7,4,0,0,0,0,122,862,68,"20,52",0,0,0,0,0,0,0,0
Akademi Teknik Wacana Manunggal Semarang,ATWM,"- - ACEH, ID",151,064051,1,2,0,89,66,6,5,0,0,0,0,7,12,5,"0,67",0,0,0,0,3,0,0,0
Akademi Manajemen Informatika Dan Komputer Taruna,-,"KAB. PROBOLINGGO - JAWA TIMUR, ID",2285,074033,11,3,0,128,66,7,3,0,0,0,0,22,112,8,"4,67",0,0,0,0,0,0,0,0
STIS Al-Ittihad Bima Yayasan Pendidikan Al-Itihad Bima NTB,-,"KOTA BIMA - NUSA TENGGARA BARAT, ID",3814,213247,7,2,0,71,60,6,5,0,0,0,0,25,31,7,"2,58",0,0,0,0,0,0,0,0
Sekolah Tinggi Teknik Multimedia Cendikia Abditama,-,"KAB. TANGERANG - BANTEN, ID",1615,043249,0,0,0,434,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIE Bumi Persada Lhokseumawe,-,"KOTA LHOKSEUMAWE - ACEH, ID",3385,133025,9,2,0,226,66,11,3,0,0,0,0,35,2.475,19,"107,61",0,0,0,0,1,0,0,0
Politeknik Bhakti Kartini,POLTEKBHANI,"KOTA BEKASI - JAWA BARAT, ID",8244462,045050,13,4,0,125,60,5,3,1,2,1,"0,08",33,44,6,"1,83",0,0,0,0,1,0,0,0
Sekolah Tinggi Teologi Baptis Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",4072,233007,6,5,0,64,61,4,3,0,0,0,0,7,3,1,"0,17",0,0,0,0,0,0,0,0
STID Al-Biruni Babakan Ciwaringin,-,"KAB. CIREBON - JAWA BARAT, ID",3624,213030,1,2,0,61,61,3,3,0,0,0,0,2,1,1,"0,05",0,0,0,0,0,0,0,0
Akademi Keperawatan Jambi,-,"- - JAMBI, ID",3072,104069,6,1,0,190,61,24,8,0,0,0,0,282,733,129,"81,44",0,0,0,0,0,0,0,0
Sekolah Tinggi Perikanan Sibolga,STPS,"KOTA SIBOLGA - SUMATERA UTARA, ID",664,013095,16,2,0,341,61,26,5,0,0,0,0,70,186,19,"8,86",0,0,0,0,0,0,0,0
Sekolah Tinggi Agama Islam Al-Amin Dompu,STAI AL-AMIN DOMPU,"KAB. DOMPU - NUSA TENGGARA BARAT, ID",8415,213197,12,4,0,85,61,3,2,0,0,0,0,60,41,14,"1,14",0,0,0,0,0,0,0,0
STIKES AL-Islam Yogyakarta,-,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1924,053043,7,2,0,487,61,35,4,0,0,0,0,205,561,99,"40,07",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Ar-rahmah Surabaya,STIDKI AR RAHMAH,"KOTA SURABAYA - JAWA TIMUR, ID",8394,213545,6,1,1,76,64,10,8,0,0,0,0,51,88,20,"11,00",0,0,0,0,0,0,0,0
Sekolah Tinggi Desain Indonesia Bandung,STDI,"KOTA BANDUNG - JAWA BARAT, ID",1499,043079,1,2,0,118,65,7,4,0,0,0,0,13,440,6,"24,44",0,0,0,0,0,0,0,0
STIT Sunan Giri Trenggalek,-,"KAB. TRENGGALEK - JAWA TIMUR, ID",3840,213275,4,2,0,71,61,4,4,0,0,0,0,34,28,16,"1,65",0,0,0,0,0,0,0,0
Sekolah Tinggi Sosial Politik Waskita Darma,-,"KOTA MALANG - JAWA TIMUR, ID",2153,073026,15,3,0,141,64,6,3,0,0,0,0,34,988,19,"26,70",0,0,0,0,0,0,0,0
STIPAS St.Sirilus Ruteng,-,"KAB. MANGGARAI - NUSA TENGGARA TIMUR, ID",4297,273005,8,1,0,106,65,9,5,0,0,0,0,68,28,10,"2,33",0,0,0,0,2,0,0,0
STAI Nahdlatul Ulama (STAINU) Malang,-,"KAB. MALANG - JAWA TIMUR, ID",3648,213063,5,2,0,70,65,5,5,0,0,0,0,13,17,5,"1,21",0,0,0,0,0,0,0,0
Disable -- Sekolah Tinggi Perikanan Hatta-sjahrir,STP-HS,"KAB. MALUKU TENGAH - MALUKU, ID",3318,123021,0,0,0,424,65,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teknologi Nusantara Lampung,STTN LAMPUNG,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",882,023026,6,4,0,234,66,8,2,0,0,0,0,37,26,11,"0,76",0,0,0,0,8,0,0,0
Universitas Wiraswasta Indonesia,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1070,031022,1,2,0,67,65,2,2,0,0,0,0,5,1,1,"0,02",0,0,0,0,0,0,0,0
Sekolah Tinggi Teknik Industri Turen,-,"- - -, ID",2184,073060,1,3,0,67,66,4,4,0,0,0,0,7,4,3,"0,14",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Pertanian Berau,-,"KAB. BERAU - KALIMANTAN TIMUR, ID",3198,113053,9,2,0,72,66,5,4,0,0,0,0,16,5,3,"0,14",0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Injili Indonesia Jakarta,STTIIJ,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",4067,233001,4,2,0,102,66,4,3,0,0,0,0,48,46,12,"1,92",0,0,0,0,2,0,0,0
Akademi Kebidanan Sakinah,AKBID SAKINAH,"KAB. PASURUAN - JAWA TIMUR, ID",2326,074104,4,1,0,126,66,11,6,0,0,0,0,21,8,4,"0,42",0,0,0,0,0,0,0,0
STIT At-Taqwa Ciparay Bandung,-,"KAB. BANDUNG - JAWA BARAT, ID",3712,213136,4,2,0,79,66,5,4,0,0,0,0,35,212,11,"10,10",0,0,0,0,0,0,0,0
Sekolah Tinggi Kesehatan Indonesia Wirautama,-,"KAB. BANDUNG - JAWA BARAT, ID",1566,043186,7,3,0,225,65,11,3,0,0,0,0,14,42,6,"1,40",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Al-Qur'an Dan Sains Al-Ishlah Lamongan Jawa Timur ,-,"UNKNOWN - UNKNOWN, ID",8317,213581,5,1,1,86,67,14,11,1,1,1,"0,17",46,54,9,"9,00",0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Ekklesia Pontianak,-,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",4102,233048,9,3,0,157,66,9,4,0,0,0,0,151,1.487,88,"87,47",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,-,"KOTA SURABAYA - JAWA TIMUR, ID",2138,073007,11,4,0,70,60,2,2,0,0,0,0,34,26,4,"0,42",0,0,0,0,0,0,0,0
STIPAS Keuskupan Agung Kupang,-,"KOTA KUPANG - NUSA TENGGARA TIMUR, ID",4295,273003,3,1,0,64,60,5,5,0,0,0,0,24,11,6,"0,79",0,0,0,0,0,0,0,0
Akademi Keperawatan Fatima Pare-pare,-,"KOTA PARE PARE - SULAWESI SELATAN, ID",2824,094090,9,1,0,327,60,18,3,1,0,0,0,84,197,26,"6,35",0,0,0,0,0,0,0,0
Indonesian Society of Critical Care Medicine,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",8185,0,0,0,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Komunitas Ilmuwan dan Profesional Muslim Indonesia (KIPMI) Yogyakarta,-,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",8189,0,0,0,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesian Mathematical Society (IndoMS),-,"KOTA BANDUNG - JAWA BARAT, ID",8181,0,0,0,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balai Bahasa Jawa Tengah,BALAI BAHASA JAWA TENGAH,"KOTA SEMARANG - JAWA TENGAH, ID",8435,0,0,0,2,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAI Al-Hamidiyah Jakarta,-,"KOTA DEPOK - JAWA BARAT, ID",3981,213458,0,2,0,62,62,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesian Society for Knowledge and Human Development (Insight),-,"KOTA PADANG - SUMATERA BARAT, ID",8184,0,0,0,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Timika,-,"- - P A P U A, ID",3458,141006,0,3,0,62,62,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesian Ornithology,-,"KOTA BOGOR - JAWA BARAT, ID",8182,0,0,0,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Asahan,STIEMA,"- - ACEH, ID",635,013043,1,2,0,62,62,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Kholisatur Rahmi Binjai,AKBID KR,"KOTA BINJAI - SUMATERA UTARA, ID",735,014054,8,1,0,164,62,16,6,0,0,0,0,224,265,58,"26,50",0,0,0,0,0,0,0,0
Akademi Keperawatan YKY Yogyakarta,"AKPER ""YKY""","KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",1963,054055,11,1,0,407,62,37,6,0,0,0,0,156,118,29,"7,87",0,0,0,0,2,0,0,0
Sekolah Tinggi Ilmu Ekonomi Kalpataru,-,"KAB. BOGOR - JAWA BARAT, ID",1559,043176,6,2,0,324,62,12,2,1,5,1,"0,16",17,21,5,"0,66",0,0,0,0,0,0,0,0
Akademi Kebidanan Budi Mulia Palembang,AKBID BUDI MULIA PAL,"KOTA PALEMBANG - SUMATERA SELATAN, ID",996,024087,4,1,1,78,63,9,7,0,0,0,0,31,19,5,"1,58",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Manajemen Informatika & Teknik Komputer Agamua Wamena Papua,-,"KAB. JAYAWIJAYA - P A P U A, ID",3470,143032,8,2,0,79,62,4,3,1,0,0,0,17,71,10,"2,37",0,0,0,0,1,0,0,0
Sekolah Tinggi Teologi Berea Salatiga,-,"KOTA SALATIGA - JAWA TENGAH, ID",352,233146,6,1,1,74,64,12,11,0,0,0,0,39,45,10,"7,50",0,0,0,0,1,0,0,0
Badan Pengkajian dan Pengembangan Perdagangan (BPPP),BPPP KEMENDAG,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8117,10110,13,0,1,161,62,0,0,0,0,0,0,185,603,75,0,0,0,0,0,1,0,0,0
Pusat Kajian Strategis Badan Amil Zakat Nasional,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8244222,0,1,0,1,103,64,0,0,0,0,0,0,98,131,35,0,0,0,0,0,0,0,0,0
Akbid Harapan Mulya Ponorogo,-,"KAB. PONOROGO - JAWA TIMUR, ID",2312,074088,9,1,1,203,64,34,11,0,0,0,0,87,114,22,"16,29",0,0,0,0,0,0,0,0
Disable -- Sekolah Tinggi Ilmu Kesehatan YPIB,STIKES YPIB MAJALENGKA,"KAB. MAJALENGKA - JAWA BARAT, ID",1626,043261,0,0,0,879,64,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Teologi Baptis Kalvari Jakarta,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",4279,233344,0,3,0,64,64,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STID Mustafa Ibrahim Al-Ishlahuddiny Kediri Lombok Barat NTB,-,"KAB. LOMBOK BARAT - NUSA TENGGARA BARAT, ID",3813,213246,6,2,0,99,64,4,3,0,0,0,0,84,294,38,"11,76",0,0,0,0,0,0,0,0
Akademi Teknik Biak,-,"KAB. BIAK NUMFOR - P A P U A, ID",3500,144006,4,4,0,68,64,4,4,0,0,0,0,7,42,3,"0,98",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Widya Persada,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1215,033157,1,4,0,65,64,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
STIKES Lakipadada,-,"KAB. TANA TORAJA - SULAWESI SELATAN, ID",2715,093155,1,3,0,63,63,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Perekam Medis Dan Infokes Bhumi Husada,APIKES BHJ,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1348,034195,5,1,0,81,63,12,9,0,0,0,0,49,45,16,"2,65",0,0,0,0,0,0,0,0
STMIK Samarinda,-,"KOTA SAMARINDA - KALIMANTAN TIMUR, ID",3168,113014,2,2,0,171,63,34,13,2,6,2,"0,55",12,7,3,"0,64",0,0,0,0,4,0,0,0
Sekolah Tinggi Teologi Khatulistiwa Sintang,STTK,"KAB. SINTANG - KALIMANTAN BARAT, ID",8244252,233220,9,2,0,67,63,7,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"STAI YPI Al-Ikhlas Painan, Pesisir Selatan, Sumatera Barat",-,"KAB. PESISIR SELATAN - SUMATERA BARAT, ID",3862,213298,1,3,0,88,63,4,3,0,0,0,0,12,182,6,"9,10",0,0,0,0,0,0,0,0
Institut Teknologi dan Kesehatan Tri Tunas Nasional,ITEKES,"KOTA MAKASSAR - SULAWESI SELATAN, ID",8244467,092010,10,3,0,65,63,3,3,0,0,0,0,15,20,4,"0,83",0,0,0,0,0,0,0,0
STT Internasional Harvest Semarang,STTI HARVEST,"KOTA SEMARANG - JAWA TENGAH, ID",355,233143,8,2,0,94,63,7,5,0,0,0,0,74,257,34,"19,77",0,0,0,0,0,0,0,0
STISIP Syamsul Ulum,STISIP SYAMSUL 'ULUM,"- - ACEH, ID",1545,043148,0,2,0,63,63,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Perdana Mandiri,-,"KAB. PURWAKARTA - JAWA BARAT, ID",1851,045023,4,2,0,131,63,7,3,0,0,0,0,38,41,11,"2,05",0,0,0,0,0,0,0,0
Sekolah Tinggi Ekonomi Islam (STEI Yogyakarta),-,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",3756,213185,2,2,0,69,64,6,5,0,0,0,0,9,15,5,"1,25",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ushuluddin Darussalam,STIUDA,"KAB. BANGKALAN - JAWA TIMUR, ID",8396,213565,13,2,0,91,56,7,4,0,0,0,0,70,868,14,"66,77",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Palangka Raya,-,"KOTA PALANGKARAYA - KALIMANTAN TENGAH, ID",3169,113016,0,2,0,56,56,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Hukum Galunggung,-,"KOTA TASIKMALAYA - JAWA BARAT, ID",1458,043002,1,2,0,58,56,6,6,0,0,0,0,4,1,1,"0,06",0,0,0,0,0,0,0,0
STAI Ki Ageng Pekalongan,-,"KAB. PEKALONGAN - JAWA TENGAH, ID",263,213040,0,2,0,56,56,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Tarbiyyah (STIT) Ar - Risalah Inhil Riau,STITAS,"- - ACEH, ID",4026,213512,5,0,0,80,56,0,0,2,0,0,0,46,252,18,0,0,0,0,0,0,0,0,0
Politeknik Multimedia Nusantara,MNP,"KOTA TANGERANG - BANTEN, ID",8244484,035022,4,3,0,90,56,6,4,3,3,2,"0,20",34,46,13,"3,07",0,0,0,0,0,0,0,0
Universitas Teknologi Indonesia,-,"KOTA DENPASAR - BALI, ID",2386,081026,7,10,0,71,58,1,1,0,0,0,0,31,30,12,"0,50",0,0,0,0,0,0,0,0
Akademi Kebidanan Helvetia Pekanbaru,AKBID HELVETIA PEKAN,"KOTA PEKANBARU - RIAU, ID",3088,104091,10,1,0,236,58,20,5,0,0,0,0,55,288,29,"24,00",0,0,0,0,0,0,0,0
Sekolah Tinggi Hukum Pasundan,STH PASUNDAN,"KOTA SUKABUMI - JAWA BARAT, ID",1459,043003,17,1,0,78,56,6,4,0,0,0,0,71,99,22,"4,95",0,0,0,0,0,0,0,0
STPKat St. Fransiskus Asisi,-,"KOTA SEMARANG - JAWA TENGAH, ID",4301,273009,9,2,0,70,58,8,6,0,0,0,0,58,17,8,"1,70",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Syariah Nahdlatul Ulama (STISNU) Nusantara Tangerang,-,"KOTA TANGERANG - BANTEN, ID",4032,213520,1,2,0,114,56,7,3,0,0,0,0,64,281,41,"14,05",0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Tarbiyah Al-Amin ,STIT AL-AMIN KREO TANGERANG,"KOTA TANGERANG - BANTEN, ID",3606,213010,9,1,1,74,59,7,6,0,0,0,0,40,153,22,"13,91",0,0,0,0,0,0,0,0
STIKES Sakinah Husada Tanjung Balai,-,"KOTA TANJUNG BALAI - SUMATERA UTARA, ID",708,013183,4,2,0,69,58,6,5,0,0,0,0,38,10,8,"0,71",0,0,0,0,0,0,0,0
